Etapa,Componente Curricular,Descritor,Descrição da Habilidade ,Ciclos,Habilidades,Município,Previstos,Avaliados,Participação,Defasagem,Aprendizado intermediário,Aprendizado adequado,Acerto Total,Percentual de acertos
3 ANO,LÍNGUA PORTUGUESA,1EF09_P,Ler palavras formadas por sílabas não canônicas.,1,H 09,AQUIRAZ,1338.0,1225.0,92,23,29,48,73,85.0
3 ANO,LÍNGUA PORTUGUESA,1EF09_P,Ler palavras formadas por sílabas não canônicas.,1,H 09,CAUCAIA,4374.0,3723.0,85,37,22,41,66,85.0
3 ANO,LÍNGUA PORTUGUESA,1EF09_P,Ler palavras formadas por sílabas não canônicas.,1,H 09,EUSEBIO,1141.0,1040.0,91,24,24,52,73,76.0
3 ANO,LÍNGUA PORTUGUESA,1EF09_P,Ler palavras formadas por sílabas não canônicas.,1,H 09,GUAIUBA,395.0,242.0,61,34,33,33,67,77.0
3 ANO,LÍNGUA PORTUGUESA,1EF09_P,Ler palavras formadas por sílabas não canônicas.,1,H 09,ITAITINGA,499.0,0.0,0,0,0,0,0,
3 ANO,LÍNGUA PORTUGUESA,1EF09_P,Ler palavras formadas por sílabas não canônicas.,1,H 09,MARACANAU,3145.0,2942.0,94,37,22,42,66,86.0
3 ANO,LÍNGUA PORTUGUESA,1EF09_P,Ler palavras formadas por sílabas não canônicas.,1,H 09,MARANGUAPE,1262.0,1055.0,84,24,30,45,73,90.0
3 ANO,LÍNGUA PORTUGUESA,1EF09_P,Ler palavras formadas por sílabas não canônicas.,1,H 09,PACATUBA,994.0,868.0,87,35,29,37,71,87.0
3 ANO,LÍNGUA PORTUGUESA,1EF13_P,Inferir informação em texto que articula linguagem verbal e não verbal.,1,H 12,AQUIRAZ,1338.0,1225.0,92,23,29,48,73,65.0
3 ANO,LÍNGUA PORTUGUESA,1EF13_P,Inferir informação em texto que articula linguagem verbal e não verbal.,1,H 12,CAUCAIA,4374.0,3723.0,85,37,22,41,66,65.0
3 ANO,LÍNGUA PORTUGUESA,1EF13_P,Inferir informação em texto que articula linguagem verbal e não verbal.,1,H 12,EUSEBIO,1141.0,1040.0,91,24,24,52,73,60.0
3 ANO,LÍNGUA PORTUGUESA,1EF13_P,Inferir informação em texto que articula linguagem verbal e não verbal.,1,H 12,GUAIUBA,395.0,242.0,61,34,33,33,67,53.0
3 ANO,LÍNGUA PORTUGUESA,1EF13_P,Inferir informação em texto que articula linguagem verbal e não verbal.,1,H 12,ITAITINGA,499.0,0.0,0,0,0,0,0,
3 ANO,LÍNGUA PORTUGUESA,1EF13_P,Inferir informação em texto que articula linguagem verbal e não verbal.,1,H 12,MARACANAU,3145.0,2942.0,94,37,22,42,66,63.0
3 ANO,LÍNGUA PORTUGUESA,1EF13_P,Inferir informação em texto que articula linguagem verbal e não verbal.,1,H 12,MARANGUAPE,1262.0,1055.0,84,24,30,45,73,54.0
3 ANO,LÍNGUA PORTUGUESA,1EF13_P,Inferir informação em texto que articula linguagem verbal e não verbal.,1,H 12,PACATUBA,994.0,868.0,87,35,29,37,71,50.0
3 ANO,LÍNGUA PORTUGUESA,1EF15_P,Identificar a finalidade de um texto do campo de atuação da vida cotidiana.,1,H 14,AQUIRAZ,1338.0,1225.0,92,23,29,48,73,78.0
3 ANO,LÍNGUA PORTUGUESA,1EF15_P,Identificar a finalidade de um texto do campo de atuação da vida cotidiana.,1,H 14,CAUCAIA,4374.0,3723.0,85,37,22,41,66,71.0
3 ANO,LÍNGUA PORTUGUESA,1EF15_P,Identificar a finalidade de um texto do campo de atuação da vida cotidiana.,1,H 14,EUSEBIO,1141.0,1040.0,91,24,24,52,73,80.0
3 ANO,LÍNGUA PORTUGUESA,1EF15_P,Identificar a finalidade de um texto do campo de atuação da vida cotidiana.,1,H 14,GUAIUBA,395.0,242.0,61,34,33,33,67,72.0
3 ANO,LÍNGUA PORTUGUESA,1EF15_P,Identificar a finalidade de um texto do campo de atuação da vida cotidiana.,1,H 14,ITAITINGA,499.0,0.0,0,0,0,0,0,
3 ANO,LÍNGUA PORTUGUESA,1EF15_P,Identificar a finalidade de um texto do campo de atuação da vida cotidiana.,1,H 14,MARACANAU,3145.0,2942.0,94,37,22,42,66,69.0
3 ANO,LÍNGUA PORTUGUESA,1EF15_P,Identificar a finalidade de um texto do campo de atuação da vida cotidiana.,1,H 14,MARANGUAPE,1262.0,1055.0,84,24,30,45,73,76.0
3 ANO,LÍNGUA PORTUGUESA,1EF15_P,Identificar a finalidade de um texto do campo de atuação da vida cotidiana.,1,H 14,PACATUBA,994.0,868.0,87,35,29,37,71,73.0
3 ANO,LÍNGUA PORTUGUESA,2EF08_P,"Localizar informações explícitas em textos, recuperadas por meio de paráfrase.",1,H 17,AQUIRAZ,1338.0,1225.0,92,23,29,48,73,55.0
3 ANO,LÍNGUA PORTUGUESA,2EF08_P,"Localizar informações explícitas em textos, recuperadas por meio de paráfrase.",1,H 17,CAUCAIA,4374.0,3723.0,85,37,22,41,66,49.0
3 ANO,LÍNGUA PORTUGUESA,2EF08_P,"Localizar informações explícitas em textos, recuperadas por meio de paráfrase.",1,H 17,EUSEBIO,1141.0,1040.0,91,24,24,52,73,58.0
3 ANO,LÍNGUA PORTUGUESA,2EF08_P,"Localizar informações explícitas em textos, recuperadas por meio de paráfrase.",1,H 17,GUAIUBA,395.0,242.0,61,34,33,33,67,53.0
3 ANO,LÍNGUA PORTUGUESA,2EF08_P,"Localizar informações explícitas em textos, recuperadas por meio de paráfrase.",1,H 17,ITAITINGA,499.0,0.0,0,0,0,0,0,
3 ANO,LÍNGUA PORTUGUESA,2EF08_P,"Localizar informações explícitas em textos, recuperadas por meio de paráfrase.",1,H 17,MARACANAU,3145.0,2942.0,94,37,22,42,66,50.0
3 ANO,LÍNGUA PORTUGUESA,2EF08_P,"Localizar informações explícitas em textos, recuperadas por meio de paráfrase.",1,H 17,MARANGUAPE,1262.0,1055.0,84,24,30,45,73,55.0
3 ANO,LÍNGUA PORTUGUESA,2EF08_P,"Localizar informações explícitas em textos, recuperadas por meio de paráfrase.",1,H 17,PACATUBA,994.0,868.0,87,35,29,37,71,50.0
3 ANO,LÍNGUA PORTUGUESA,2EF11_P,Reconhecer o assunto de um texto quando o assunto é tópico do primeiro parágrafo.,1,H 19,AQUIRAZ,1338.0,1225.0,92,23,29,48,73,72.0
3 ANO,LÍNGUA PORTUGUESA,2EF11_P,Reconhecer o assunto de um texto quando o assunto é tópico do primeiro parágrafo.,1,H 19,CAUCAIA,4374.0,3723.0,85,37,22,41,66,56.0
3 ANO,LÍNGUA PORTUGUESA,2EF11_P,Reconhecer o assunto de um texto quando o assunto é tópico do primeiro parágrafo.,1,H 19,EUSEBIO,1141.0,1040.0,91,24,24,52,73,75.0
3 ANO,LÍNGUA PORTUGUESA,2EF11_P,Reconhecer o assunto de um texto quando o assunto é tópico do primeiro parágrafo.,1,H 19,GUAIUBA,395.0,242.0,61,34,33,33,67,61.0
3 ANO,LÍNGUA PORTUGUESA,2EF11_P,Reconhecer o assunto de um texto quando o assunto é tópico do primeiro parágrafo.,1,H 19,ITAITINGA,499.0,0.0,0,0,0,0,0,
3 ANO,LÍNGUA PORTUGUESA,2EF11_P,Reconhecer o assunto de um texto quando o assunto é tópico do primeiro parágrafo.,1,H 19,MARACANAU,3145.0,2942.0,94,37,22,42,66,58.0
3 ANO,LÍNGUA PORTUGUESA,2EF11_P,Reconhecer o assunto de um texto quando o assunto é tópico do primeiro parágrafo.,1,H 19,MARANGUAPE,1262.0,1055.0,84,24,30,45,73,72.0
3 ANO,LÍNGUA PORTUGUESA,2EF11_P,Reconhecer o assunto de um texto quando o assunto é tópico do primeiro parágrafo.,1,H 19,PACATUBA,994.0,868.0,87,35,29,37,71,63.0
3 ANO,LÍNGUA PORTUGUESA,2EF14_P,"Inferir o sentido de palavra ou expressão idiomática própria da linguagem informal, com base em pistas co-textuais (sinonímia, palavra do mesmo campo semântico).",1,H 20,AQUIRAZ,1338.0,1225.0,92,23,29,48,73,59.0
3 ANO,LÍNGUA PORTUGUESA,2EF14_P,"Inferir o sentido de palavra ou expressão idiomática própria da linguagem informal, com base em pistas co-textuais (sinonímia, palavra do mesmo campo semântico).",1,H 20,CAUCAIA,4374.0,3723.0,85,37,22,41,66,42.0
3 ANO,LÍNGUA PORTUGUESA,2EF14_P,"Inferir o sentido de palavra ou expressão idiomática própria da linguagem informal, com base em pistas co-textuais (sinonímia, palavra do mesmo campo semântico).",1,H 20,EUSEBIO,1141.0,1040.0,91,24,24,52,73,62.0
3 ANO,LÍNGUA PORTUGUESA,2EF14_P,"Inferir o sentido de palavra ou expressão idiomática própria da linguagem informal, com base em pistas co-textuais (sinonímia, palavra do mesmo campo semântico).",1,H 20,GUAIUBA,395.0,242.0,61,34,33,33,67,52.0
3 ANO,LÍNGUA PORTUGUESA,2EF14_P,"Inferir o sentido de palavra ou expressão idiomática própria da linguagem informal, com base em pistas co-textuais (sinonímia, palavra do mesmo campo semântico).",1,H 20,ITAITINGA,499.0,0.0,0,0,0,0,0,
3 ANO,LÍNGUA PORTUGUESA,2EF14_P,"Inferir o sentido de palavra ou expressão idiomática própria da linguagem informal, com base em pistas co-textuais (sinonímia, palavra do mesmo campo semântico).",1,H 20,MARACANAU,3145.0,2942.0,94,37,22,42,66,40.0
3 ANO,LÍNGUA PORTUGUESA,2EF14_P,"Inferir o sentido de palavra ou expressão idiomática própria da linguagem informal, com base em pistas co-textuais (sinonímia, palavra do mesmo campo semântico).",1,H 20,MARANGUAPE,1262.0,1055.0,84,24,30,45,73,65.0
3 ANO,LÍNGUA PORTUGUESA,2EF14_P,"Inferir o sentido de palavra ou expressão idiomática própria da linguagem informal, com base em pistas co-textuais (sinonímia, palavra do mesmo campo semântico).",1,H 20,PACATUBA,994.0,868.0,87,35,29,37,71,54.0
3 ANO,LÍNGUA PORTUGUESA,2EF15_P,"Reconhecer o personagem principal de narrativas ficcionais, quando o personagem é citado no título ou é tópico do primeiro parágrafo.",1,H 21,AQUIRAZ,1338.0,1225.0,92,23,29,48,73,71.0
3 ANO,LÍNGUA PORTUGUESA,2EF15_P,"Reconhecer o personagem principal de narrativas ficcionais, quando o personagem é citado no título ou é tópico do primeiro parágrafo.",1,H 21,CAUCAIA,4374.0,3723.0,85,37,22,41,66,63.0
3 ANO,LÍNGUA PORTUGUESA,2EF15_P,"Reconhecer o personagem principal de narrativas ficcionais, quando o personagem é citado no título ou é tópico do primeiro parágrafo.",1,H 21,EUSEBIO,1141.0,1040.0,91,24,24,52,73,75.0
3 ANO,LÍNGUA PORTUGUESA,2EF15_P,"Reconhecer o personagem principal de narrativas ficcionais, quando o personagem é citado no título ou é tópico do primeiro parágrafo.",1,H 21,GUAIUBA,395.0,242.0,61,34,33,33,67,64.0
3 ANO,LÍNGUA PORTUGUESA,2EF15_P,"Reconhecer o personagem principal de narrativas ficcionais, quando o personagem é citado no título ou é tópico do primeiro parágrafo.",1,H 21,ITAITINGA,499.0,0.0,0,0,0,0,0,
3 ANO,LÍNGUA PORTUGUESA,2EF15_P,"Reconhecer o personagem principal de narrativas ficcionais, quando o personagem é citado no título ou é tópico do primeiro parágrafo.",1,H 21,MARACANAU,3145.0,2942.0,94,37,22,42,66,62.0
3 ANO,LÍNGUA PORTUGUESA,2EF15_P,"Reconhecer o personagem principal de narrativas ficcionais, quando o personagem é citado no título ou é tópico do primeiro parágrafo.",1,H 21,MARANGUAPE,1262.0,1055.0,84,24,30,45,73,80.0
3 ANO,LÍNGUA PORTUGUESA,2EF15_P,"Reconhecer o personagem principal de narrativas ficcionais, quando o personagem é citado no título ou é tópico do primeiro parágrafo.",1,H 21,PACATUBA,994.0,868.0,87,35,29,37,71,72.0
3 ANO,LÍNGUA PORTUGUESA,2EF19_P,Reconhecer o efeito de sentido produzido pelo uso de recursos expressivos gráfico-visuais em tirinhas e histórias em quadrinhos.,1,H 22,AQUIRAZ,1338.0,1225.0,92,23,29,48,73,61.0
3 ANO,LÍNGUA PORTUGUESA,2EF19_P,Reconhecer o efeito de sentido produzido pelo uso de recursos expressivos gráfico-visuais em tirinhas e histórias em quadrinhos.,1,H 22,CAUCAIA,4374.0,3723.0,85,37,22,41,66,61.0
3 ANO,LÍNGUA PORTUGUESA,2EF19_P,Reconhecer o efeito de sentido produzido pelo uso de recursos expressivos gráfico-visuais em tirinhas e histórias em quadrinhos.,1,H 22,EUSEBIO,1141.0,1040.0,91,24,24,52,73,56.0
3 ANO,LÍNGUA PORTUGUESA,2EF19_P,Reconhecer o efeito de sentido produzido pelo uso de recursos expressivos gráfico-visuais em tirinhas e histórias em quadrinhos.,1,H 22,GUAIUBA,395.0,242.0,61,34,33,33,67,56.0
3 ANO,LÍNGUA PORTUGUESA,2EF19_P,Reconhecer o efeito de sentido produzido pelo uso de recursos expressivos gráfico-visuais em tirinhas e histórias em quadrinhos.,1,H 22,ITAITINGA,499.0,0.0,0,0,0,0,0,
3 ANO,LÍNGUA PORTUGUESA,2EF19_P,Reconhecer o efeito de sentido produzido pelo uso de recursos expressivos gráfico-visuais em tirinhas e histórias em quadrinhos.,1,H 22,MARACANAU,3145.0,2942.0,94,37,22,42,66,61.0
3 ANO,LÍNGUA PORTUGUESA,2EF19_P,Reconhecer o efeito de sentido produzido pelo uso de recursos expressivos gráfico-visuais em tirinhas e histórias em quadrinhos.,1,H 22,MARANGUAPE,1262.0,1055.0,84,24,30,45,73,57.0
3 ANO,LÍNGUA PORTUGUESA,2EF19_P,Reconhecer o efeito de sentido produzido pelo uso de recursos expressivos gráfico-visuais em tirinhas e histórias em quadrinhos.,1,H 22,PACATUBA,994.0,868.0,87,35,29,37,71,41.0
3 ANO,LÍNGUA PORTUGUESA,3EF06_P,"Ler frases (sujeito, verbo, objeto direto e objeto indireto ou frase na ordem indireta).",1,H 26,AQUIRAZ,1338.0,1225.0,92,23,29,48,73,89.0
3 ANO,LÍNGUA PORTUGUESA,3EF06_P,"Ler frases (sujeito, verbo, objeto direto e objeto indireto ou frase na ordem indireta).",1,H 26,CAUCAIA,4374.0,3723.0,85,37,22,41,66,86.0
3 ANO,LÍNGUA PORTUGUESA,3EF06_P,"Ler frases (sujeito, verbo, objeto direto e objeto indireto ou frase na ordem indireta).",1,H 26,EUSEBIO,1141.0,1040.0,91,24,24,52,73,88.0
3 ANO,LÍNGUA PORTUGUESA,3EF06_P,"Ler frases (sujeito, verbo, objeto direto e objeto indireto ou frase na ordem indireta).",1,H 26,GUAIUBA,395.0,242.0,61,34,33,33,67,79.0
3 ANO,LÍNGUA PORTUGUESA,3EF06_P,"Ler frases (sujeito, verbo, objeto direto e objeto indireto ou frase na ordem indireta).",1,H 26,ITAITINGA,499.0,0.0,0,0,0,0,0,
3 ANO,LÍNGUA PORTUGUESA,3EF06_P,"Ler frases (sujeito, verbo, objeto direto e objeto indireto ou frase na ordem indireta).",1,H 26,MARACANAU,3145.0,2942.0,94,37,22,42,66,86.0
3 ANO,LÍNGUA PORTUGUESA,3EF06_P,"Ler frases (sujeito, verbo, objeto direto e objeto indireto ou frase na ordem indireta).",1,H 26,MARANGUAPE,1262.0,1055.0,84,24,30,45,73,88.0
3 ANO,LÍNGUA PORTUGUESA,3EF06_P,"Ler frases (sujeito, verbo, objeto direto e objeto indireto ou frase na ordem indireta).",1,H 26,PACATUBA,994.0,868.0,87,35,29,37,71,84.0
3 ANO,LÍNGUA PORTUGUESA,3EF16_P,Reconhecer o gênero de um texto do campo da vida cotidiana.,1,H 29,AQUIRAZ,1338.0,1225.0,92,23,29,48,73,77.0
3 ANO,LÍNGUA PORTUGUESA,3EF16_P,Reconhecer o gênero de um texto do campo da vida cotidiana.,1,H 29,CAUCAIA,4374.0,3723.0,85,37,22,41,66,68.0
3 ANO,LÍNGUA PORTUGUESA,3EF16_P,Reconhecer o gênero de um texto do campo da vida cotidiana.,1,H 29,EUSEBIO,1141.0,1040.0,91,24,24,52,73,73.0
3 ANO,LÍNGUA PORTUGUESA,3EF16_P,Reconhecer o gênero de um texto do campo da vida cotidiana.,1,H 29,GUAIUBA,395.0,242.0,61,34,33,33,67,70.0
3 ANO,LÍNGUA PORTUGUESA,3EF16_P,Reconhecer o gênero de um texto do campo da vida cotidiana.,1,H 29,ITAITINGA,499.0,0.0,0,0,0,0,0,
3 ANO,LÍNGUA PORTUGUESA,3EF16_P,Reconhecer o gênero de um texto do campo da vida cotidiana.,1,H 29,MARACANAU,3145.0,2942.0,94,37,22,42,66,65.0
3 ANO,LÍNGUA PORTUGUESA,3EF16_P,Reconhecer o gênero de um texto do campo da vida cotidiana.,1,H 29,MARANGUAPE,1262.0,1055.0,84,24,30,45,73,75.0
3 ANO,LÍNGUA PORTUGUESA,3EF16_P,Reconhecer o gênero de um texto do campo da vida cotidiana.,1,H 29,PACATUBA,994.0,868.0,87,35,29,37,71,78.0
3 ANO,LÍNGUA PORTUGUESA,1EF09_P,Ler palavras formadas por sílabas não canônicas.,2,H 05,AQUIRAZ,1350.0,1210.0,90,25,24,51,71,88.0
3 ANO,LÍNGUA PORTUGUESA,1EF09_P,Ler palavras formadas por sílabas não canônicas.,2,H 05,CAUCAIA,4444.0,3675.0,83,37,25,38,65,84.0
3 ANO,LÍNGUA PORTUGUESA,1EF09_P,Ler palavras formadas por sílabas não canônicas.,2,H 05,EUSEBIO,1195.0,1066.0,89,23,24,54,72,90.0
3 ANO,LÍNGUA PORTUGUESA,1EF09_P,Ler palavras formadas por sílabas não canônicas.,2,H 05,GUAIUBA,315.0,257.0,82,28,24,48,70,88.0
3 ANO,LÍNGUA PORTUGUESA,1EF09_P,Ler palavras formadas por sílabas não canônicas.,2,H 05,ITAITINGA,846.0,763.0,90,34,25,42,66,87.0
3 ANO,LÍNGUA PORTUGUESA,1EF09_P,Ler palavras formadas por sílabas não canônicas.,2,H 05,MARACANAU,3175.0,2754.0,87,31,23,46,68,88.0
3 ANO,LÍNGUA PORTUGUESA,1EF09_P,Ler palavras formadas por sílabas não canônicas.,2,H 05,MARANGUAPE,1249.0,1130.0,90,19,26,54,69,93.0
3 ANO,LÍNGUA PORTUGUESA,1EF09_P,Ler palavras formadas por sílabas não canônicas.,2,H 05,PACATUBA,997.0,961.0,96,30,22,47,68,88.0
3 ANO,LÍNGUA PORTUGUESA,1EF13_P,Inferir informação em texto que articula linguagem verbal e não verbal.,2,H 09,AQUIRAZ,1350.0,1210.0,90,25,24,51,71,51.0
3 ANO,LÍNGUA PORTUGUESA,1EF13_P,Inferir informação em texto que articula linguagem verbal e não verbal.,2,H 09,CAUCAIA,4444.0,3675.0,83,37,25,38,65,45.0
3 ANO,LÍNGUA PORTUGUESA,1EF13_P,Inferir informação em texto que articula linguagem verbal e não verbal.,2,H 09,EUSEBIO,1195.0,1066.0,89,23,24,54,72,53.0
3 ANO,LÍNGUA PORTUGUESA,1EF13_P,Inferir informação em texto que articula linguagem verbal e não verbal.,2,H 09,GUAIUBA,315.0,257.0,82,28,24,48,70,51.0
3 ANO,LÍNGUA PORTUGUESA,1EF13_P,Inferir informação em texto que articula linguagem verbal e não verbal.,2,H 09,ITAITINGA,846.0,763.0,90,34,25,42,66,46.0
3 ANO,LÍNGUA PORTUGUESA,1EF13_P,Inferir informação em texto que articula linguagem verbal e não verbal.,2,H 09,MARACANAU,3175.0,2754.0,87,31,23,46,68,49.0
3 ANO,LÍNGUA PORTUGUESA,1EF13_P,Inferir informação em texto que articula linguagem verbal e não verbal.,2,H 09,MARANGUAPE,1249.0,1130.0,90,19,26,54,69,40.0
3 ANO,LÍNGUA PORTUGUESA,1EF13_P,Inferir informação em texto que articula linguagem verbal e não verbal.,2,H 09,PACATUBA,997.0,961.0,96,30,22,47,68,48.0
3 ANO,LÍNGUA PORTUGUESA,2EF08_P,"Localizar informações explícitas em textos, recuperadas por meio de paráfrase.",2,H 13,AQUIRAZ,1350.0,1210.0,90,25,24,51,71,73.0
3 ANO,LÍNGUA PORTUGUESA,2EF08_P,"Localizar informações explícitas em textos, recuperadas por meio de paráfrase.",2,H 13,CAUCAIA,4444.0,3675.0,83,37,25,38,65,69.0
3 ANO,LÍNGUA PORTUGUESA,2EF08_P,"Localizar informações explícitas em textos, recuperadas por meio de paráfrase.",2,H 13,EUSEBIO,1195.0,1066.0,89,23,24,54,72,78.0
3 ANO,LÍNGUA PORTUGUESA,2EF08_P,"Localizar informações explícitas em textos, recuperadas por meio de paráfrase.",2,H 13,GUAIUBA,315.0,257.0,82,28,24,48,70,73.0
3 ANO,LÍNGUA PORTUGUESA,2EF08_P,"Localizar informações explícitas em textos, recuperadas por meio de paráfrase.",2,H 13,ITAITINGA,846.0,763.0,90,34,25,42,66,69.0
3 ANO,LÍNGUA PORTUGUESA,2EF08_P,"Localizar informações explícitas em textos, recuperadas por meio de paráfrase.",2,H 13,MARACANAU,3175.0,2754.0,87,31,23,46,68,72.0
3 ANO,LÍNGUA PORTUGUESA,2EF08_P,"Localizar informações explícitas em textos, recuperadas por meio de paráfrase.",2,H 13,MARANGUAPE,1249.0,1130.0,90,19,26,54,69,70.0
3 ANO,LÍNGUA PORTUGUESA,2EF08_P,"Localizar informações explícitas em textos, recuperadas por meio de paráfrase.",2,H 13,PACATUBA,997.0,961.0,96,30,22,47,68,72.0
3 ANO,LÍNGUA PORTUGUESA,2EF11_P,Reconhecer o assunto de um texto quando o assunto é tópico do primeiro parágrafo.,2,H 14,AQUIRAZ,1350.0,1210.0,90,25,24,51,71,78.0
3 ANO,LÍNGUA PORTUGUESA,2EF11_P,Reconhecer o assunto de um texto quando o assunto é tópico do primeiro parágrafo.,2,H 14,CAUCAIA,4444.0,3675.0,83,37,25,38,65,70.0
3 ANO,LÍNGUA PORTUGUESA,2EF11_P,Reconhecer o assunto de um texto quando o assunto é tópico do primeiro parágrafo.,2,H 14,EUSEBIO,1195.0,1066.0,89,23,24,54,72,81.0
3 ANO,LÍNGUA PORTUGUESA,2EF11_P,Reconhecer o assunto de um texto quando o assunto é tópico do primeiro parágrafo.,2,H 14,GUAIUBA,315.0,257.0,82,28,24,48,70,79.0
3 ANO,LÍNGUA PORTUGUESA,2EF11_P,Reconhecer o assunto de um texto quando o assunto é tópico do primeiro parágrafo.,2,H 14,ITAITINGA,846.0,763.0,90,34,25,42,66,74.0
