ANO;CAMPOS DE ATUAÇÃO;PRÁTICAS DE LINGUAGEM;OBJETOS DE CONHECIMENTO;OBJETOS ESPECÍFICOS;HABILIDADES;RELAÇÃO DENTRO DO PRÓPRIO COMPONENTE;RELAÇÃO ENTRE COMPONENTES;COMPETÊNCIAS ESPECÍFICAS
3º, 4º, 5º;CAMPO ARTÍSTICO- LITERÁRIO;"Produção de textos
(escrita compar- tilhada e autô- noma)";Escrita autônoma e compartilhada;Criação autônoma de narrativas ficcionais, utilizando detalhes descriti- vos, sequências de eventos e imagens apropriadas para sustentar o sentido do texto e marcadores de tempo, espaço e de fala de personagens.;(EF35LP25) Criar narrativas ficcio- nais, com certa autonomia, utilizan- do detalhes descritivos, sequências de eventos e imagens apropriadas para sustentar o sentido do texto e marcadores de tempo, espaço e de fala de personagens.;;;Envolver-se em práticas de leitura literária  que possibilitem o desenvolvimento do senso estético para fruição, valorizando a literatura e outras manifestações artístico-culturais como formas de acesso às dimensões lúdicas, de imaginário e encantamento, reconhecendo o potencial transformador e humanizador da experiência com a literatura.
3º, 4º, 5º;CAMPO ARTÍSTICO- LITERÁRIO;"Produção de textos
(escrita compar- tilhada e autô- noma)";Escrita autônoma e compartilhada;"Leitura e compreensão autônoma  de narrativas ficcionais, ou que apresentem cenários e personagens,
observando os elementos da estrutura narrativa: enredo, tempo, espaço, personagens, narrador e a construção do discurso indireto e discurso direto.";(EF35LP26) Ler e compreender, com certa autonomia, narrativas ficcionais que apresentem cenários e personagens, observando os elementos da estrutura narrativa: enredo, tempo, espaço, persona- gens, narrador e a construção do discurso indireto e discurso direto.;;;Envolver-se em práticas de leitura literária  que possibilitem o desenvolvimento do senso estético para fruição, valorizando a literatura e outras manifestações artístico-culturais como formas de acesso às dimensões lúdicas, de imaginário e encantamento, reconhecendo o potencial transformador e humanizador da experiência com a literatura.
3º, 4º, 5º;CAMPO ARTÍSTICO- LITERÁRIO;"Produção de textos
(escrita compar- tilhada e autô- noma)";Escrita autônoma;Leitura e compreensão autônoma de textos em versos, explorando rimas, sons e jogos de palavras, imagens poéticas (sentidos figurados) e recursos visuais e sonoros.;(EF35LP27) Ler e compreender, com certa autonomia, textos em versos, explorando rimas, sons e jogos de palavras, imagens poéti- cas (sentidos figurados) e recursos visuais e sonoros.;;;Envolver-se em práticas de leitura literária  que possibilitem o desenvolvimento do senso estético para fruição, valorizando a literatura e outras manifestações artístico-culturais como formas de acesso às dimensões lúdicas, de imaginário e encantamento, reconhecendo o potencial transformador e humanizador da experiência com a literatura.
3º, 4º, 5º;CAMPO ARTÍSTICO- LITERÁRIO;Oralidade;Declamação;Declamação expressiva de poemas com entonação, postura e interpreta- ção adequadas;(EF35LP28) Declamar poemas, com entonação, postura e interpre- tação adequadas.;;;Envolver-se em práticas de leitura literária  que possibilitem o desenvolvimento do senso estético para fruição, valorizando a literatura e outras manifestações artístico-culturais como formas de acesso às dimensões lúdicas, de imaginário e encantamento, reconhecendo o potencial transformador e humanizador da experiência com a literatura.
3º, 4º, 5º;CAMPO ARTÍSTICO- LITERÁRIO;Análise linguís- tica/semiótica (Ortografização);Formas de composição de narrativas;Identificação dos elementos das nar- rativas: cenário, personagem central, conflito gerador, resolução e o ponto de vista com base no qual histórias são narradas, diferenciando narrativas em primeira e terceira pessoas.;(EF35LP29) Identificar, em narra- tivas, cenário, personagem central, conflito gerador, resolução e o ponto de vista com base no qual histórias são narradas, diferencian- do narrativas em primeira e terceira pessoas.;;(EF04ER05);Envolver-se em práticas de leitura literária  que possibilitem o desenvolvimento do senso estético para fruição, valorizando a literatura e outras manifestações artístico-culturais como formas de acesso às dimensões lúdicas, de imaginário e encantamento, reconhecendo o potencial transformador e humanizador da experiência com a literatura.
3º, 4º, 5º;CAMPO ARTÍSTICO- LITERÁRIO;Análise linguís- tica/semiótica (Ortografização);Discurso direto e indireto;"Diferenciação dos discursos direto e indireto determinando o efeito de sentido de verbos de enunciação
e explicando o uso de variedades linguísticas no discurso direto, quando for o caso.";(EF35LP30) Diferenciar discurso indireto e discurso direto, deter- minando o efeito de sentido de verbos de enunciação e explicando o uso de variedades linguísticas no discurso direto, quando for o caso.;;;Envolver-se em práticas de leitura literária  que possibilitem o desenvolvimento do senso estético para fruição, valorizando a literatura e outras manifestações artístico-culturais como formas de acesso às dimensões lúdicas, de imaginário e encantamento, reconhecendo o potencial transformador e humanizador da experiência com a literatura.
3º, 4º, 5º;CAMPO ARTÍSTICO- LITERÁRIO;Análise linguís- tica/semiótica (Ortografização);Forma de composição de textos poéticos;Identificação de efeitos de sentido decorrentes do uso de recurso rítmico e sonoro e de metáforas nos textos em verso.;(EF35LP31) Identificar, em textos versificados, efeitos de sentido decorrentes do uso de recursos rítmicos e sonoros e de metáforas.;;;Envolver-se em práticas de leitura literária  que possibilitem o desenvolvimento do senso estético para fruição, valorizando a literatura e outras manifestações artístico-culturais como formas de acesso às dimensões lúdicas, de imaginário e encantamento, reconhecendo o potencial transformador e humanizador da experiência com a literatura.
4º;TODOS OS CAMPOS DE ATUAÇÃO;Análise linguís- tica/semiótica (Ortografização);Construção do sistema alfabético e da ortografia;Grafia de palavras utilizando regras de correspondência fonema--grafema regulares diretas e contextuais.;(EF04LP01) Grafar palavras utili- zando regras de correspondência fonema--grafema regulares diretas e contextuais.;;;Apropriar-se da linguagem escrita, reco- nhecendo-a como forma de interação nos diferentes campos de atuação da vida social e utilizando-a para ampliar suas possibilidades de participar da cultura letrada, de construir conhecimentos (inclusive escolares) e de se envolver com maior autonomia e protagonismo na vida social.
4º;TODOS OS CAMPOS DE ATUAÇÃO;Análise linguís- tica/semiótica (Ortografização);Construção do sistema alfabético e da ortografia;Leitura e escrita, corretamente, de palavras com sílabas VV e CVV em casos nos quais a combinação VV (ditongo) é reduzida na língua oral (ai, ei, ou).;(EF04LP02) Leitura e escrita, corretamente, de palavras com sílabas VV e CVV em casos nos quais a combinação VV (ditongo) é reduzida na língua oral (ai, ei, ou).;;;Apropriar-se da linguagem escrita, reco- nhecendo-a como forma de interação nos diferentes campos de atuação da vida social e utilizando-a para ampliar suas possibilidades de participar da cultura letrada, de construir conhecimentos (inclusive escolares) e de se envolver com maior autonomia e protagonismo na vida social.
4º;TODOS OS CAMPOS DE ATUAÇÃO;Análise linguís- tica/semiótica (Ortografização);Conhecimento do alfabeto do português do Brasil/Ordem alfabética/ Polissemia;Localização de palavras no dicionário para esclarecer significados, reconhe- cendo o significado mais plausível para o contexto que deu origem à consulta.;(EF04LP03) Localizar palavras no dicionário para esclarecer signifi- cados, reconhecendo o significado mais plausível para o contexto que deu origem à consulta.;;;Apropriar-se da linguagem escrita, reco- nhecendo-a como forma de interação nos diferentes campos de atuação da vida social e utilizando-a para ampliar suas possibilidades de participar da cultura letrada, de construir conhecimentos (inclusive escolares) e de se envolver com maior autonomia e protagonismo na vida social.
4º;TODOS OS CAMPOS DE ATUAÇÃO;Análise linguís- tica/semiótica (Ortografização);Conhecimento das diversas grafias  do alfabeto/ Acentuação;Uso dos acentos agudo e circunflexo nas palavras paroxítonas terminadas em -i(s), -l, -r, -ão(s);"(EF04LP04) Usar acento gráfico (agudo ou circunflexo) em paro- xítonas terminadas em -i(s), -l,
-r, -ão(s).";;;Apropriar-se da linguagem escrita, reco- nhecendo-a como forma de interação nos diferentes campos de atuação da vida social e utilizando-a para ampliar suas possibilidades de participar da cultura letrada, de construir conhecimentos (inclusive escolares) e de se envolver com maior autonomia e protagonismo na vida social.
4º;TODOS OS CAMPOS DE ATUAÇÃO;Análise linguís- tica/semiótica (Ortografização);Pontuação;"Identificação da função na leitura e usar, adequadamente, na escrita ponto final, de interrogação, de
exclamação, dois-pontos e travessão em diálogos (discurso direto), vírgula em enumerações e em separação de vocativo e de aposto.";"(EF04LP05) Identificar a função na leitura e usar, adequadamente, na escrita ponto final, de interrogação, de exclamação, dois-pontos e travessão em diálogos (discurso direto), vírgula em enumerações
e em separação de vocativo e de aposto.";;;Apropriar-se da linguagem escrita, reco- nhecendo-a como forma de interação nos diferentes campos de atuação da vida social e utilizando-a para ampliar suas possibilidades de participar da cultura letrada, de construir conhecimentos (inclusive escolares) e de se envolver com maior autonomia e protagonismo na vida social.
4º;TODOS OS CAMPOS DE ATUAÇÃO;Análise linguís- tica/semiótica (Ortografização);Morfologia;Identificação, em textos, e uso da concordância entre substantivo ou pronome pessoal e verbo (concordân- cia verbal) na produção textual.;(EF04LP06) Identificar em textos  e usar na produção textual a concordância entre substantivo ou pronome pessoal e verbo (concor- dância verbal).;;;Apropriar-se da linguagem escrita, reco- nhecendo-a como forma de interação nos diferentes campos de atuação da vida social e utilizando-a para ampliar suas possibilidades de participar da cultura letrada, de construir conhecimentos (inclusive escolares) e de se envolver com maior autonomia e protagonismo na vida social.
4º;TODOS OS CAMPOS DE ATUAÇÃO;Análise linguís- tica/semiótica (Ortografização);Morfossintaxe;Identificação, em textos, e uso na produção textual da concordância entre artigo, substantivo e adjetivo (concordância no grupo nominal).;(EF04LP07) Identificar em textos e usar na produção textual a concor- dância entre artigo, substantivo e adjetivo (concordância no grupo nominal).;;;Apropriar-se da linguagem escrita, reco- nhecendo-a como forma de interação nos diferentes campos de atuação da vida social e utilizando-a para ampliar suas possibilidades de participar da cultura letrada, de construir conhecimentos (inclusive escolares) e de se envolver com maior autonomia e protagonismo na vida social.
